EMPLOYEE_ID,GENDER,AGE,EDUCATION,EDUCATIONFIELD,COUNTRY,JOBROLE,YEARSATCOMPANY,BUSINESSTRAVEL,DEPARTMENT,ENVIRONMENTSATISFACTION,JOBINVOLVEMENT,JOBLEVEL,JOBSATISFACTION,NUMCOMPANIESWORKED,OVERTIME,PERFORMANCERATING,RELATIONSHIPSATISFACTION,TOTALWORKINGYEARS,TRAININGTIMESLASTYEAR,WORKLIFEBALANCE,YEARSINCURRENTROLE,YEARSSINCELASTPROMOTION,YEARSWITHCURRMANAGER,DISTANCEFROMHQ,AGEWHENHIRED,MARITALSTATUS,PERCENTSALARYHIKE,STOCKOPTIONLEVEL,MONTHLYINCOME,DAILYRATE,HOURLYRATE,WORKLIFEBALANCESCORE,LEADERSHIPSCORE,CULTURESCORE,BENEFITS_LEAVESCORE,COMPENSATIONSCORE,HAPPINESSPERCENT,ATTRITION,MONTHLYINCOME_SDBIN
92,M,55,Bachelors,Medical,United States,Manager,5,Travel_Rarely,Research & Development,Very High,High,Executive,High,2,Yes,Excellent,High,21,2,3,0,0,2,6.3958,40,Divorced,14,Small Option Plan,14756,491.866667,61.483333,0.609,0.73,0.861,0.746,0.822,0.349475,No,1
93,M,36,Bachelors,Life Sciences,United States,Manufacturing Director,6,Travel_Frequently,Research & Development,Medium,Medium,Associate,Medium,1,No,Excellent,High,6,3,3,5,0,3,10.4402,29,Single,13,No Option Plan,6499,216.633333,27.079167,0.672,0.726,0.685,0.715,0.703,0.967244,No,0
94,M,45,Bachelors,Life Sciences,United States,Research Scientist,1,Travel_Rarely,Research & Development,Medium,High,Manager,Low,2,No,Excellent,High,25,2,3,0,0,0,16.4957,42,Divorced,17,Full Option Plan,9724,324.133333,40.516667,0.632,0.69,0.762,0.752,0.703,0.918859,No,0
95,M,35,Bachelors,Medical,United States,Research Scientist,3,Travel_Frequently,Research & Development,Medium,High,Junior Associate,Low,4,No,Excellent,Very High,5,2,2,2,1,2,12.8825,26,Married,13,Full Option Plan,2194,73.133333,9.141667,0.546,0.739,0.753,0.811,0.754,0.926085,No,0
96,M,29,Bachelors,Life Sciences,United States,Research Scientist,5,Travel_Rarely,Research & Development,High,High,Junior Associate,Medium,0,No,Outstanding,Very High,6,3,3,4,0,4,18.7865,34,Married,23,Full Option Plan,2703,90.1,11.2625,0.587,0.691,0.819,0.755,0.794,0.978578,No,0
97,M,31,Masters,Medical,United States,Research Scientist,1,Travel_Rarely,Research & Development,High,High,Junior Associate,Medium,1,No,Excellent,Medium,1,4,3,1,1,0,7.2544,29,Single,17,No Option Plan,2501,83.366667,10.420833,0.739,0.651,0.834,0.693,0.789,0.876522,No,0
98,M,32,Bachelors,Life Sciences,United States,Research Scientist,10,Travel_Rarely,Research & Development,Medium,High,Associate,Medium,1,No,Excellent,Medium,10,3,3,4,0,9,14.8337,46,Married,17,Large Option Plan,6220,207.333333,25.916667,0.757,0.677,0.613,0.747,0.76,0.970584,No,0
99,M,36,Bachelors,Life Sciences,United States,Laboratory Technician,1,Travel_Rarely,Research & Development,Medium,Very High,Junior Associate,Very High,3,No,Excellent,Medium,5,3,3,0,0,0,4.1466,24,Married,12,No Option Plan,3038,101.266667,12.658333,0.783,0.713,0.747,0.762,0.671,0.969657,No,0
100,M,31,Masters,Life Sciences,United States,Manufacturing Director,11,Travel_Rarely,Research & Development,High,High,Associate,Very High,1,No,Outstanding,Very High,11,2,3,7,1,8,15.7664,45,Single,23,No Option Plan,4424,147.466667,18.433333,0.537,0.81,0.786,0.782,0.744,0.983232,No,0
101,M,45,Masters,Other,United States,Research Director,0,Travel_Rarely,Research & Development,Very High,High,Manager,Low,4,Yes,Excellent,Medium,17,3,4,0,0,0,16.1511,29,Married,14,No Option Plan,13245,441.5,55.1875,0.88,0.66,0.814,0.835,0.793,0.491788,No,1
102,F,37,Masters,Medical,United States,Research Director,5,Travel_Rarely,Research & Development,Low,High,Manager,High,4,No,Excellent,Low,16,3,4,2,0,2,17.5043,29,Single,13,No Option Plan,13664,455.466667,56.933333,0.73,0.548,0.902,0.715,0.786,0.876863,No,1
103,M,30,Below College,Life Sciences,United States,Laboratory Technician,10,Travel_Rarely,Research & Development,Very High,Medium,Associate,Very High,1,Yes,Excellent,High,10,1,2,8,3,0,12.5823,24,Married,12,Large Option Plan,5126,170.866667,21.358333,0.783,0.834,0.689,0.715,0.699,0.724081,No,0
104,M,35,Bachelors,Medical,United States,Research Scientist,6,Travel_Rarely,Research & Development,Medium,Medium,Junior Associate,High,1,No,Excellent,Low,6,3,3,4,0,4,13.2045,33,Single,18,No Option Plan,2859,95.3,11.9125,0.722,0.757,0.738,0.729,0.699,0.974195,No,0
105,M,38,Bachelors,Medical,United States,Research Scientist,13,Non-Travel,Research & Development,Medium,Low,Associate,Very High,7,Yes,Excellent,Very High,17,3,3,11,1,9,5.7436,28,Divorced,12,Small Option Plan,5329,177.633333,22.204167,0.572,0.836,0.732,0.707,0.741,0.993549,No,0
106,F,34,Some College,Medical,United States,Manufacturing Director,5,Travel_Rarely,Research & Development,Low,High,Associate,Medium,1,No,Excellent,High,5,2,3,2,1,3,15.2515,26,Married,15,No Option Plan,4325,144.166667,18.020833,0.844,0.558,0.782,0.873,0.782,0.984463,No,0
107,F,56,Bachelors,Life Sciences,United States,Manufacturing Director,6,Travel_Rarely,Research & Development,Very High,Low,Manager,Very High,4,No,Excellent,Low,37,3,2,4,0,2,8.7477,27,Single,11,No Option Plan,7260,242,30.25,0.83,0.761,0.772,0.57,0.789,0.91782,No,0
108,M,51,Masters,Life Sciences,United States,Laboratory Technician,4,Travel_Rarely,Research & Development,Very High,High,Junior Associate,Very High,3,No,Outstanding,Medium,10,4,3,2,0,3,11.9944,21,Married,23,Large Option Plan,2075,69.166667,8.645833,0.81,0.784,0.661,0.767,0.712,0.611721,No,0
109,M,30,Bachelors,Life Sciences,United States,Healthcare Representative,11,Travel_Rarely,Research & Development,High,Medium,Associate,Very High,1,No,Excellent,Low,11,3,3,10,10,8,18.8074,28,Married,19,Small Option Plan,4152,138.4,17.3,0.81,0.732,0.715,0.748,0.68,0.956639,No,0
110,M,40,Masters,Life Sciences,United States,Healthcare Representative,22,Travel_Frequently,Research & Development,High,Medium,Executive,Medium,1,No,Outstanding,Very High,22,3,2,3,11,11,5.8648,27,Married,22,Full Option Plan,13503,450.1,56.2625,0.88,0.823,0.847,0.919,0.675,0.76831,No,1
111,M,46,Bachelors,Medical,United States,Healthcare Representative,10,Travel_Frequently,Research & Development,High,Medium,Manager,Low,2,Yes,Excellent,High,21,5,2,9,9,5,10.8628,19,Married,13,Full Option Plan,10673,355.766667,44.470833,0.711,0.816,0.869,0.604,0.785,0.822953,No,1
112,F,54,Masters,Technical Degree,United States,Research Director,4,Travel_Rarely,Finance,Low,High,Manager,High,9,No,Excellent,Low,16,5,1,3,0,3,9.6449,41,Married,12,Full Option Plan,13549,451.633333,56.454167,0.81,0.747,0.729,0.737,0.721,0.523468,No,1
113,M,44,Bachelors,Medical,United States,Laboratory Technician,3,Non-Travel,Finance,Medium,High,Associate,Medium,4,No,Excellent,High,17,3,4,2,1,2,15.8955,25,Married,12,Full Option Plan,2042,68.066667,8.508333,0.651,0.829,0.772,0.738,0.74,0.957265,No,0
114,F,32,Below College,Life Sciences,United States,Research Scientist,1,Travel_Rarely,Finance,Very High,High,Junior Associate,Low,1,No,Excellent,Very High,1,2,3,0,0,0,3.3234,21,Single,13,No Option Plan,2956,98.533333,12.316667,0.501,0.845,0.761,0.687,0.791,0.918591,No,0
115,F,34,Masters,Other,United States,Research Scientist,16,Travel_Rarely,Finance,Low,High,Associate,High,1,No,Excellent,High,16,3,3,13,2,10,9.9051,36,Single,14,No Option Plan,4809,160.3,20.0375,0.77,0.815,0.873,0.717,0.896,0.990861,No,0
116,M,37,Some College,Life Sciences,United States,Healthcare Representative,1,Non-Travel,Finance,High,Medium,Associate,Very High,5,No,Excellent,Very High,17,2,4,0,0,0,8.0724,30,Divorced,14,Full Option Plan,5163,172.1,21.5125,0.708,0.866,0.715,0.781,0.878,0.911494,No,0
117,F,50,Bachelors,Life Sciences,United States,Research Director,8,Travel_Frequently,Research & Development,Low,High,VP to C-Level,Medium,3,Yes,Excellent,Low,28,1,2,3,0,7,7.2912,42,Married,19,No Option Plan,18172,605.733333,75.716667,0.757,0.853,0.776,0.72,0.724,0.587828,No,1
118,M,25,Below College,Medical,United States,Research Scientist,2,Travel_Rarely,Research & Development,Very High,Medium,Junior Associate,Very High,1,No,Excellent,High,2,2,3,2,2,1,13.2561,23,Married,11,Large Option Plan,2889,96.3,12.0375,0.783,0.799,0.796,0.612,0.648,0.967073,No,0
119,M,22,Bachelors,Medical,United States,Laboratory Technician,0,Travel_Rarely,Research & Development,Medium,High,Junior Associate,Very High,1,No,Excellent,High,1,5,3,0,0,0,15.4926,45,Single,15,No Option Plan,2871,95.7,11.9625,0.721,0.806,0.835,0.841,0.721,0.862111,No,0
120,M,51,Masters,Medical,United States,Healthcare Representative,13,Travel_Frequently,Research & Development,Low,Medium,Manager,Low,3,No,Outstanding,High,23,1,2,12,12,8,12.2688,22,Single,20,No Option Plan,7484,249.466667,31.183333,0.77,0.88,0.69,0.678,0.628,0.981872,No,0
121,F,24,Below College,Life Sciences,United States,Laboratory Technician,5,Travel_Rarely,Research & Development,Medium,High,Junior Associate,High,0,No,Excellent,High,6,2,3,3,1,2,6.2787,49,Married,12,Full Option Plan,2774,92.466667,11.558333,0.673,0.805,0.831,0.678,0.691,0.700905,No,0
122,F,34,Masters,Life Sciences,United States,Research Scientist,1,Travel_Rarely,Information Technology,High,Medium,Associate,Medium,6,No,Excellent,High,12,3,3,0,0,0,3.7432,24,Divorced,15,Full Option Plan,4505,150.166667,18.770833,0.73,0.817,0.751,0.624,0.763,0.980285,No,0
123,F,34,Bachelors,Medical,United States,Manager,11,Travel_Rarely,Information Technology,High,Medium,Manager,Low,2,No,Excellent,Very High,14,6,3,10,5,8,10.5383,42,Single,12,No Option Plan,11631,387.7,48.4625,0.712,0.723,0.838,0.783,0.691,0.546677,No,1
124,M,36,Some College,Life Sciences,United States,Laboratory Technician,1,Travel_Rarely,Information Technology,Low,High,Junior Associate,Very High,5,No,Outstanding,Low,7,2,3,0,0,0,15.1336,45,Divorced,22,Full Option Plan,2835,94.5,11.8125,0.71,0.773,0.635,0.688,0.73,0.97016,No,0
125,F,30,Bachelors,Life Sciences,United States,Research Scientist,10,Travel_Frequently,Information Technology,Low,Low,Junior Associate,High,1,No,Outstanding,High,10,2,2,7,0,9,1.5185,27,Divorced,25,Small Option Plan,2613,87.1,10.8875,0.585,0.825,0.774,0.618,0.887,0.480191,No,0
126,M,51,Bachelors,Life Sciences,United States,Research Director,20,Travel_Rarely,Information Technology,Low,High,VP to C-Level,High,7,No,Excellent,High,23,5,3,18,15,15,12.6574,38,Single,13,No Option Plan,19537,651.233333,81.404167,0.708,0.769,0.755,0.76,0.745,0.931814,No,1
127,F,26,Bachelors,Other,United States,Research Scientist,5,Travel_Rarely,Information Technology,High,Medium,Junior Associate,Medium,1,No,Excellent,High,5,3,2,4,4,3,17.3473,28,Married,19,No Option Plan,2368,78.933333,9.866667,0.732,0.832,0.769,0.746,0.746,0.63024,No,0
128,M,22,Below College,Technical Degree,United States,Laboratory Technician,2,Travel_Rarely,Operations,High,High,Junior Associate,Very High,0,No,Excellent,High,3,2,3,1,2,1,13.3131,21,Married,14,Full Option Plan,2523,84.1,10.5125,0.67,0.769,0.626,0.827,0.869,0.877612,No,0
129,M,49,Masters,Medical,United States,Manufacturing Director,15,Travel_Rarely,Operations,High,High,Associate,Low,1,No,Excellent,High,16,2,2,11,5,11,18.2046,43,Married,14,No Option Plan,6567,218.9,27.3625,0.701,0.904,0.918,0.76,0.724,0.930009,No,0
130,F,43,Bachelors,Medical,United States,Research Scientist,3,Travel_Frequently,Operations,Medium,Very High,Junior Associate,High,4,No,Excellent,Very High,18,2,3,2,1,2,11.151,37,Single,12,No Option Plan,4739,157.966667,19.745833,0.731,0.756,0.686,0.689,0.713,0.919792,No,0
131,M,36,Some College,Medical,United States,Manufacturing Director,3,Travel_Rarely,Operations,Medium,High,Associate,Medium,6,No,Outstanding,Very High,7,0,3,2,0,1,14.9258,35,Divorced,20,Large Option Plan,4941,164.7,20.5875,0.706,0.583,0.753,0.763,0.694,0.946594,No,0
132,M,45,Bachelors,Medical,United States,Research Scientist,6,Travel_Rarely,Operations,High,High,Junior Associate,Very High,5,No,Excellent,Medium,9,2,2,5,0,3,33.2581,28,Single,13,No Option Plan,3452,115.066667,14.383333,0.841,0.833,0.683,0.591,0.648,0.870522,No,0
133,F,38,Doctorate,Technical Degree,United States,Research Scientist,3,Travel_Rarely,Operations,Very High,High,Associate,High,3,Yes,Outstanding,Medium,19,2,3,2,2,2,34.6113,29,Single,20,No Option Plan,4317,143.9,17.9875,0.711,0.718,0.704,0.74,0.663,0.510914,No,0
134,F,30,Bachelors,Life Sciences,United States,Research Scientist,5,Travel_Rarely,Research & Development,Low,High,Junior Associate,High,1,No,Excellent,High,5,4,2,4,0,4,22.4105,49,Single,14,No Option Plan,2632,87.733333,10.966667,0.664,0.819,0.801,0.661,0.817,0.883264,No,0
135,F,30,Bachelors,Technical Degree,United States,Research Scientist,3,Travel_Rarely,Research & Development,Very High,High,Junior Associate,Low,5,No,Excellent,Very High,8,3,3,2,2,2,22.7488,39,Divorced,14,Full Option Plan,3204,106.8,13.35,0.751,0.717,0.619,0.808,0.646,0.972943,No,0
136,M,30,Below College,Medical,United States,Laboratory Technician,5,Travel_Rarely,Research & Development,Medium,Medium,Junior Associate,Very High,0,No,Excellent,Very High,6,3,3,3,1,2,25.6722,31,Single,13,No Option Plan,2720,90.666667,11.333333,0.65,0.562,0.717,0.733,0.75,0.976868,No,0
137,M,41,Bachelors,Life Sciences,United States,Manager,7,Travel_Frequently,Research & Development,Very High,Medium,Executive,Low,4,No,Excellent,Medium,21,2,2,6,7,7,29.2513,45,Divorced,13,Full Option Plan,17181,572.7,71.5875,0.896,0.772,0.775,0.848,0.822,0.465762,No,1
138,M,41,Masters,Life Sciences,United States,Laboratory Technician,5,Travel_Rarely,Research & Development,High,High,Junior Associate,Low,2,No,Outstanding,Very High,7,2,3,0,1,4,18.8563,30,Married,21,Full Option Plan,2238,74.6,9.325,0.732,0.73,0.792,0.851,0.804,0.983671,No,0
139,M,19,Below College,Medical,United States,Laboratory Technician,1,Travel_Rarely,Research & Development,Medium,High,Junior Associate,Medium,1,No,Excellent,Very High,1,3,3,0,0,0,35.2596,41,Single,14,No Option Plan,1483,49.433333,6.179167,0.773,0.808,0.817,0.553,0.754,0.709282,No,-1
140,F,40,Bachelors,Medical,United States,Research Scientist,20,Travel_Frequently,Marketing,Medium,High,Associate,Medium,1,No,Excellent,Low,20,2,3,7,2,13,11.4206,45,Divorced,11,Full Option Plan,5605,186.833333,23.354167,0.665,0.712,0.776,0.724,0.85,0.949299,No,0
141,M,45,Bachelors,Life Sciences,United States,Laboratory Technician,17,Travel_Rarely,Marketing,Medium,High,Associate,Medium,8,No,Excellent,High,20,2,1,9,0,15,9.8718,24,Divorced,18,Full Option Plan,2348,78.266667,9.783333,0.804,0.716,0.806,0.851,0.827,0.377626,No,0
142,F,29,Below College,Technical Degree,United States,Manufacturing Director,10,Non-Travel,Marketing,Very High,High,Associate,High,1,No,Excellent,Low,10,1,3,7,0,9,30.1095,24,Married,13,Full Option Plan,4319,143.966667,17.995833,0.707,0.796,0.801,0.807,0.781,0.933187,No,0
143,F,51,Masters,Medical,United States,Manufacturing Director,1,Travel_Rarely,Marketing,Medium,Medium,Associate,High,2,No,Excellent,High,10,2,3,0,0,0,7.1218,41,Married,17,No Option Plan,6132,204.4,25.55,0.65,0.681,0.791,0.833,0.757,0.93168,No,0
144,M,58,Bachelors,Medical,United States,Research Scientist,1,Travel_Rarely,Marketing,Medium,Medium,Junior Associate,Medium,4,Yes,Outstanding,Medium,9,3,2,0,0,0,36.6446,21,Married,20,Full Option Plan,3346,111.533333,13.941667,0.896,0.63,0.711,0.733,0.815,0.87631,No,0
145,F,22,Below College,Medical,United States,Research Scientist,2,Travel_Rarely,Research & Development,High,High,Junior Associate,Very High,1,No,Outstanding,Low,2,6,3,2,2,2,33.9888,43,Married,24,Large Option Plan,2323,77.433333,9.679167,0.691,0.713,0.669,0.865,0.775,0.874388,No,0
146,M,27,Bachelors,Medical,United States,Research Scientist,2,Non-Travel,Research & Development,Very High,High,Junior Associate,Medium,6,No,Excellent,Very High,6,1,1,2,2,2,39.0208,41,Divorced,18,Full Option Plan,2024,67.466667,8.433333,0.745,0.873,0.702,0.797,0.669,0.918131,No,0
147,M,28,Bachelors,Medical,United States,Research Scientist,5,Travel_Rarely,Research & Development,High,High,Junior Associate,Very High,1,No,Excellent,High,5,2,1,2,0,2,30.6207,27,Married,11,Full Option Plan,2713,90.433333,11.304167,0.711,0.762,0.722,0.831,0.757,0.944053,No,0
148,F,57,Some College,Life Sciences,United States,Healthcare Representative,5,Travel_Rarely,Marketing,High,Very High,Manager,Very High,3,Yes,Excellent,Medium,12,2,1,3,1,4,32.2195,43,Divorced,16,Full Option Plan,9439,314.633333,39.329167,0.736,0.758,0.757,0.826,0.57,0.982027,No,0
149,F,27,Bachelors,Medical,United States,Research Scientist,1,Non-Travel,Marketing,High,Medium,Junior Associate,High,1,Yes,Excellent,Very High,1,2,2,1,0,1,35.0739,38,Divorced,15,Full Option Plan,2566,85.533333,10.691667,0.765,0.844,0.572,0.785,0.853,0.948755,No,0
150,F,50,Bachelors,Life Sciences,United States,Manager,5,Travel_Rarely,Marketing,High,High,VP to C-Level,Medium,3,No,Excellent,Medium,21,5,3,4,4,4,38.4798,26,Single,15,No Option Plan,19926,664.2,83.025,0.85,0.666,0.807,0.749,0.908,0.797462,No,1
151,M,41,Bachelors,Life Sciences,United States,Research Scientist,9,Travel_Rarely,Marketing,Low,High,Junior Associate,High,4,No,Excellent,Low,13,2,3,8,1,8,33.6109,49,Divorced,12,Full Option Plan,2451,81.7,10.2125,0.822,0.781,0.782,0.766,0.696,0.983405,No,0
152,M,32,Doctorate,Life Sciences,United States,Research Scientist,5,Travel_Rarely,Marketing,High,High,Junior Associate,High,3,No,Outstanding,Low,8,2,3,4,1,4,37.233,29,Single,20,No Option Plan,3038,101.266667,12.658333,0.672,0.757,0.704,0.849,0.789,0.966764,No,0
153,M,27,Bachelors,Technical Degree,United States,Research Scientist,5,Travel_Rarely,Research & Development,High,High,Junior Associate,Medium,0,Yes,Excellent,Very High,6,3,2,2,1,1,28.916,35,Married,16,Full Option Plan,3058,101.933333,12.741667,0.716,0.816,0.801,0.775,0.765,0.940664,No,0
154,M,36,Some College,Medical,United States,Laboratory Technician,8,Travel_Frequently,Operations,Very High,High,Junior Associate,Medium,4,No,Excellent,High,13,3,2,7,7,2,33.0297,37,Single,12,No Option Plan,2088,69.6,8.7,0.786,0.841,0.752,0.69,0.814,0.929131,No,0
155,M,30,Bachelors,Medical,United States,Laboratory Technician,12,Non-Travel,Operations,High,High,Associate,Low,1,No,Excellent,High,12,4,3,9,6,10,9.3164,37,Divorced,11,Large Option Plan,3072,102.4,12.8,0.813,0.684,0.87,0.675,0.781,0.92604,No,0
156,M,56,Bachelors,Life Sciences,United States,Research Scientist,2,Travel_Rarely,Operations,High,High,Junior Associate,Low,4,Yes,Excellent,High,19,3,3,2,2,2,37.2084,30,Divorced,18,Full Option Plan,4257,141.9,17.7375,0.85,0.686,0.714,0.765,0.795,0.98195,No,0
157,M,33,Bachelors,Life Sciences,United States,Research Scientist,3,Travel_Rarely,Operations,High,High,Junior Associate,Very High,0,No,Excellent,Low,4,2,4,1,0,2,11.145,50,Single,14,No Option Plan,2500,83.333333,10.416667,0.768,0.741,0.704,0.643,0.827,0.990413,No,0
158,F,38,Some College,Life Sciences,United States,Laboratory Technician,2,Travel_Rarely,Operations,High,High,Junior Associate,Very High,1,No,Excellent,High,2,3,3,2,2,1,38.4046,23,Single,12,No Option Plan,2288,76.266667,9.533333,0.769,0.827,0.792,0.639,0.897,0.92504,No,0
159,F,31,Below College,Medical,United States,Research Scientist,4,Travel_Rarely,Operations,High,High,Junior Associate,Very High,8,Yes,Outstanding,High,7,0,3,2,0,2,31.7849,28,Married,23,Full Option Plan,3929,130.966667,16.370833,0.887,0.631,0.735,0.577,0.832,0.967664,No,0
160,M,34,Some College,Medical,United States,Research Scientist,3,Travel_Rarely,Operations,Very High,High,Junior Associate,Medium,2,No,Excellent,Very High,9,3,3,2,1,2,29.0417,24,Single,15,No Option Plan,2311,77.033333,9.629167,0.804,0.738,0.72,0.612,0.791,0.560309,No,0
161,F,50,Bachelors,Medical,United States,Laboratory Technician,3,Travel_Rarely,Research & Development,High,Medium,Junior Associate,High,2,No,Excellent,Very High,5,2,2,2,0,2,24.3274,28,Married,15,Full Option Plan,3690,123,15.375,0.719,0.76,0.783,0.719,0.813,0.934002,No,0
162,M,53,Some College,Medical,United States,Manufacturing Director,4,Travel_Rarely,Research & Development,Very High,Very High,Associate,Low,1,No,Excellent,High,5,3,3,2,1,3,13.7917,37,Divorced,11,Large Option Plan,4450,148.333333,18.541667,0.783,0.805,0.73,0.679,0.743,0.961092,No,0
163,F,33,Bachelors,Medical,United States,Research Scientist,8,Travel_Rarely,Research & Development,Very High,High,Junior Associate,Medium,1,No,Excellent,Very High,8,5,3,7,1,6,23.3508,25,Married,13,Full Option Plan,2756,91.866667,11.483333,0.878,0.776,0.738,0.675,0.804,0.955992,No,0
164,M,40,Below College,Medical,United States,Manager,20,Travel_Rarely,Research & Development,Very High,High,VP to C-Level,High,1,No,Excellent,Medium,21,2,3,8,9,9,9.6919,26,Married,14,Full Option Plan,19033,634.433333,79.304167,0.633,0.821,0.783,0.715,0.764,0.964804,No,1
165,M,55,Masters,Medical,United States,Research Director,24,Travel_Rarely,Research & Development,High,Very High,VP to C-Level,Medium,8,No,Excellent,Very High,36,3,3,15,2,15,37.127,30,Single,11,No Option Plan,18722,624.066667,78.008333,0.721,0.827,0.752,0.763,0.824,0.81693,No,1
166,M,34,Below College,Life Sciences,United States,Manufacturing Director,10,Travel_Frequently,Research & Development,Very High,Medium,Associate,High,1,No,Excellent,High,10,2,2,9,1,9,1.5742,38,Married,17,No Option Plan,9547,318.233333,39.779167,0.799,0.691,0.783,0.81,0.736,0.971688,No,0
